uuid,name,rating,businessHour,address,latitude,longitude,pricing,max_price,min_price
00222df8e90688d40c2b159ea14ae587fb9,SMIGY Indoor Playground,4.1,"{'openTime': '10:30', 'closeTime': '20:30'}","#03-05/06, PLQ Mall, 409057",1.2953149,103.8594992,Varies,,
002105243d0f5494f73869a18def73c0d53,PLAY! by KinderPlay,3.8,"{'openTime': '11:00', 'closeTime': '23:00'}","#B2-14-17, Changi Airport Terminal 3, Changi Airport Terminal 3, 819663",1.3559931,103.9862754,Varies,,
0021215eb07ce95451b8f31ece6750e2269,Wild Wild Wet,4.4,"{'openTime': '12:00', 'closeTime': '18:00'}","1 Pasir Ris Close Singapore 519, 519599",1.3777748,103.9543429,,,
002232587fae6764126b936ba38672118f0,Singapore Visitor Centre@ Esplanade Waterfront,0,"{'openTime': '08:30', 'closeTime': '20:30'}","#01-18, Esplanade Mall, Ruffles Avenue, 039802",1.289106,103.855421,,,
002457d3c18e0f043418b05b0d0f985f902,Indian Heritage Centre,4.5,"{'openTime': '10:00', 'closeTime': '16:00'}","Campbell Lane, 209924",1.3056813,103.8522607,"Adult S$6, Senior Citizen & Student S$4; Free admission for child under six",6,4
002818e966b3fde495ca51e83fc9398adbb,Madame Tussauds Singapore,4.4,"{'openTime': '10:00', 'closeTime': '20:30'}","Imbiah Lookout, Sentosa Island, 40 Imbiah Road,, 099700",1.254037,103.817621,$42 ,42,42
0021f6cf6beaccb45b8923478f407ebfc2a,Singapore Cable Car,4.6,"{'openTime': '08:45', 'closeTime': '22:00'}","Faber Peak Singapore, 109 Mount Faber Road, 099203",1.264395,103.818635,,,
00205ee63173f024ee6946bd8223e36547e,Jurong Lake Gardens ,4.6,"{'openTime': '00:00', 'closeTime': '23:59'}","Along Yuan Ching Road, 619795",1.335899,103.726174,,,
002f39f7abce15742d3ad687ea5bded4da3,Gillman Barracks,4.3,[],"Lock Rd, 108937",1.2783906,103.8043766,,,
0025485fc425c0a40bdad6356062209061a,The Fullerton Heritage Singapore,4.4,[],"Fullerton Road, 049213",1.2863531,103.8530671,,,
002ec53ec80772c42a18bbf40b5a735b644,Istana Heritage Gallery,4.4,"{'openTime': '10:00', 'closeTime': '18:00'}","Istana Park, Orchard Road, 238902",1.2994651,103.8433907,,,
002f50cca3d87364f33b8ed13c71bc048a7,Images of Singapore LIVE,4,"{'openTime': '10:00', 'closeTime': '20:30'}","Imbiah Lookout Sentosa, Imbiah Road, 099700",1.2540472,103.8176064,"Adult S$42, Child aged 12 and below S$32; Includes admission to Madame Tussauds Singapore",42,32
0024e13ae00f51746fb897749a0873cf71f,Goodman Arts Centre,4.2,"{'openTime': '07:00', 'closeTime': '01:00'}","Goodman Road, 439053",1.3044392,103.8853094,,,
002123587d04e184b6f921237bf76598810,Battlebox,4.6,"{'openTime': '09:30', 'closeTime': '17:30'}","Fort Canning Park, Cox Terrace, 179622",1.2961046,103.8462174,"Adult S$20, Child S$10",20,10
002a0e4b7d686d14dceb49b817bdb9a8b47,Jewel Canopy Park,4.6,"{'openTime': '09:00', 'closeTime': '03:00'}","Jewel Changi Airport, 78 Airport Boulevard, 819666",1.360208,103.989759,"Adult, Child, Senior Citizen S$5 (Separate access to the various attractions will range from S$8 to S$22); Promotion and packages subject to availability",8,22
00246edfbfb092e4e69b77bee30c56ec88a,Singapore Art Museum,4.3,[],"Bras Basah Road, 189555",1.2973072,103.8510615,"Adult: S$10, Senior Citizen: S$5; Free admission for Children",5,10
002dfa1d6564a6846999e036d7502421dd3,Civilian War Memorial,0,"{'openTime': '00:00', 'closeTime': '23:59'}","Intersection of Bras Basah Road and Beach Road, 189768",1.2928954,103.8546778,,,
00281ff36ca80904371b2718e57cf959771,Sun Yat Sen Nanyang Memorial Hall,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Tai Gin Road, 327874",1.3280736,103.8471167,"Free admission for Singaporeans, Permanent Residents & Children under the age of six; Foreigners S$6; Foreign Students, Senior Citizens & Children from age six to 12 S$4",6,4
002faaa7b4b6e5541eab7adc4d45e37021a,Asian Civilisations Museum,4.5,"{'openTime': '10:00', 'closeTime': '19:00'}","Asian Civilisations Museum, 1 Empress Place, 179555",1.2874969,103.8513861,,,
002668d6319899343f58a4413d74d869f07,Buddha Tooth Relic Temple and Museum,4.6,"{'openTime': '07:00', 'closeTime': '19:00'}","South Bridge Road, 058840",1.2813993,103.8442684,,,
0028000e2d47ed044b49a36d3152376a90a,Cathedral of the Good Shepherd,4.8,"{'openTime': '08:00', 'closeTime': '22:00'}","Queen Street, 188533",1.2961055,103.8511091,,,
00272990a245f9b46ef8cece90d54bc7573,Armenian Church,4.5,"{'openTime': '10:00', 'closeTime': '18:00'}","Hill Street, 179366",1.2931355,103.84932,,,
002b8fc0ca8705a45a1ac4bf67ff5b6a9bd,Raffles Marina Lighthouse,0,"{'openTime': '07:00', 'closeTime': '00:00'}",638404,1.34333,103.635,,,
002bdcc451049c149869c8e1d424dbf7f4e,Traditional Letterpress printing,0,"{'openTime': '11:00', 'closeTime': '19:00'}","#06-62, Golden Mile Complex, 5001 Beach Road, 199588",1.3276109,103.873769,,,
002d3b419bd676546e08992ae2cf1062b62,Ngee Ann Cultural Centre,4,"{'openTime': '08:30', 'closeTime': '17:00'}","Teochew Building, Tank Road, 238066",1.2954042,103.8433497,,,
002ec0d43c7ce864dc187ccee58711cdf8c,Changi Museum,4.2,[],"Upper Changi Road North, 507707",1.3621204,103.9740344,,,
0029ef17e0e90da4af180861b4a5c347b8e,NUS Baba House,4.3,"{'openTime': '14:00', 'closeTime': '15:00'}","Neil Road, 088883",1.2772513,103.837428,,,
002f1d0c2930bc24650995f39d940063ac3,Wesley Methodist Church,4.7,"{'openTime': '09:00', 'closeTime': '18:00'}","Fort Canning Road, 179493",1.29735,103.847447,,,
002f87e7a63da1442c78e49c754741b2df7,Singapore City Gallery,4.5,"{'openTime': '09:00', 'closeTime': '17:00'}","The URA Centre, Maxwell Road, 069118",1.2794989,103.8453538,Free,0,0
0025ad97272bb114d13af613e357b7a451e,Sands Theatre ,4.5,[],"10 Bayfront Avenue, 018956",1.28517,103.8606103,,,
00251a01f5be62941f2931db98a298cd1d6,Sentosa,0,"{'openTime': '00:00', 'closeTime': '23:59'}",99706,1.2582611,103.8117439,,,
00263156cd02e014f8d8fbea218fd80fdea,NERF Action Xperience,3,"{'openTime': '10:00', 'closeTime': '20:00'}","#1-208, Marina Square, Raffles Boulevard, 039594",1.291354,103.857714,From $39.00,39,39
0027486f5a254d7489fa61d3d49ff0a1f2a,Virtual Leather Workshop By The Fun Empire,4.8,"{'openTime': '00:00', 'closeTime': '23:59'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,43,43,43
002d46f6e55826748f984130ed9199c0b6f,Sentosa Fun Pass,4.6,[],98269,1.2489641,103.810046,$60 - $120,60,120
002ab3a2ce25bd8425897dbbd8466ffadff,"OCBC Skyway, Gardens by the Bay",4.6,"{'openTime': '09:00', 'closeTime': '21:00'}","Marina Gardens Drive, 018953",1.281961,103.863905,Adult: $8 / Child: $5,8,5
002a97b9ccd8af446acad75f5f72c9da96c,Living Worlds: An Animal Planet Experience,0,"{'openTime': '10:00', 'closeTime': '17:00'}","15 Science Centre Road, 609081",1.3336037,103.7354332,,,
00241dece0f762b422e8160363101ea29ea,Family Science Programmes at Science Centre Singapore,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3331687,103.7356443,$45/programme participant,45,45
0026aeb8489a30548c3b9f0f07535b3519a,Science Centre Singapore Online Programmes,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3331687,103.7356443,,,
00221c7fcd7610b4332b9de29a6c5f59390,Young Scientist Badge at Science Centre Singapore,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3370666,103.7597153,Single Badge (Online): $6/student | Full Platform (Online): $35/student,6,35
0020d2222b0072544efbe6964fc1a5b49fa,KidsSTOPâ?4.2,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3331687,103.7356443,Little Footprints Fun Kit: $5 | Stay Home Learning Kit: $10 | Pepper's Lab: After School Series Kit: $20,,,
00287b01bd5237e40428459cecf02d1e118,Future Makers,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3331687,103.7356443,,,
002e3491a27c2a344b18f24c16dcf9a3ba6,Urban Mutations,4.5,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3456724,103.8824179,,,
0023e7728f912634709a18645e1d8756c91,Know Your Poo,4.4,"{'openTime': '10:00', 'closeTime': '17:00'}","Science Centre Singapore, 15 Science Centre Road, 609081",1.3331687,103.7356443,,,
0025afdca3afe3a4d1e9c7bd6953e2b83e5,Kayaking Expedition,4,"{'openTime': '08:00', 'closeTime': '18:00'}","X'treme Kayaking SAF Yacht Club Sembawang, 43 Admiralty Road West, 759962",1.3259765,103.8539823,50 to 120,120,50
00280910e9d151a4459890e96fc278b6410,Mobile Insectarium!,0,"{'openTime': '10:00', 'closeTime': '18:00'}","#---, -, Imbiah Road, 099702",0,0,$388 ,388,388
002f7ff7096635b4a698fead4a60518ad23,Gardens by the Bay,4.7,"{'openTime': '09:00', 'closeTime': '20:00'}","18 Marina Gardens Dr, Singapore, 018953",1.2824398,103.8599371,$35 ,35,35
0023229dc7846ac413386fecb3798df1eb0,Merlion Park,4.6,"{'openTime': '00:00', 'closeTime': '23:59'}","Fullerton Road, 049213",1.2866942,103.8543184,,,
002f4cb2c473a5643afadd5c0a3e62e5efa,Singapore Visitor Centre @ ION Orchard,4.3,"{'openTime': '10:30', 'closeTime': '22:00'}","ION Orchard, Orchard Turn, 238801",1.303414,103.832267,,,
0020d94d591e66b4e1aaaee1d03f86d97eb,Nestopia ,4.6,"{'openTime': '10:00', 'closeTime': '20:00'}","6 Siloso Beach Walk, 098995",1.256658,103.811595,$10 ,10,10
002f2a65d430c1246699e6cf5352181496a,River Safari,4.4,"{'openTime': '10:00', 'closeTime': '19:00'}","Mandai Lake Road, 729826",1.4029491,103.7917411,"Adult: S$36, Child: S$24 (3 - 12 years old),  Senior Citizen: S$17",36,17
002d3e586bdf32b4214836fc01511da7cad,Jurong Bird Park,4.5,"{'openTime': '08:30', 'closeTime': '18:00'}","Jurong Hill, 628925",1.3187065,103.7064417,"Adult: S$32, Child: S$21 (3 - 12 years old),  Senior Citizen: S$15",32,15
002928414182ef9498a9ed7c0ea1735bc41,Sungei Buloh Wetland Reserve,4.5,"{'openTime': '07:00', 'closeTime': '19:00'}","(Wetland Centre) 301 Neo Tiew Crescent, (Visitor Centre) 60 Kranji Way, 718925",1.4467195,103.7301489,,,
00244ad68d5de1b4d17a5eb57ed97c2bdd0,Bukit Timah Nature Reserve,4.5,"{'openTime': '07:00', 'closeTime': '19:00'}","End of Hindhede Drive, 589318",1.3483925,103.7774628,,,
0021aea9d4aad194d06bc684120fe3d9446,Singapore Discovery Centre,4.1,"{'openTime': '09:00', 'closeTime': '18:00'}","Upper Jurong Road, 638365",1.3326904,103.6789432,"Free admission for Singaporeans & Permanent Residents. Foreigners from S$10, Youth from S$7.50, Children from S$6",7,10
0020075f17cd5e149219ff8dd517fdd1906,SuperPark Singapore,4.3,"{'openTime': '09:00', 'closeTime': '21:00'}","#02-477, Suntec City Mall, #02-477 (North Wing), 3 Temasek Boulevard, 038983",1.2961766,103.8587041,,,
00288d41ff119364ea2b5936801dbc89420,Tiger Brewery Tour,4.3,"{'openTime': '13:00', 'closeTime': '18:30'}","Asia Pacific Breweries Singapore Pte Ltd, Jalan Ahmad Ibrahim, 639934",1.336174,103.647081,$18 to $22,22,18
002c337c4a79709437ba501f7df6a31b07c,Red Dot Design Museum,4.2,"{'openTime': '09:00', 'closeTime': '22:00'}","#01-01, Red Dot Design Museum, Marina Boulevard, 018940",1.28015,103.856312,10,10,10
002cebeb6b5e34f4b0cbc7cd352265067a6,Laser Tag Singapore By The Fun Empire,4.8,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,15,15,15
0021b4d1775e7d84dcca824feb2819b68a4,Virtual Role-Playing Murder Mystery: Virtual Nightfall By The Fun Empire ,4.8,"{'openTime': '00:00', 'closeTime': '23:59'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,20,20,20
00261e8d494ffa24dfd973b72fb2eaf04d9,VINTAGE CAMERA MUSEUM,4.5,"{'openTime': '11:00', 'closeTime': '19:30'}","JALAN KLEDEK, 199263",1.303486,103.858994,20/15,20,15
00200189ca2d5c54a918b9b0ae02ba18082,Cable Car Sky Dining,4.3,"{'openTime': '17:30', 'closeTime': '18:00'}","Singapore Cable Car, 109 Mount Faber Road, 099203",1.264395,103.818635,SGD149,149,149
0021084e1ff975a43448d079c7fbab939c7,The Intan Private Lunch/Dinner Visit,3.9,"{'openTime': '07:00', 'closeTime': '22:00'}","#69, 69 Joo Chiat Terrace, 427231",1.3146307,103.9009827,Starting @ $120 per person,120,120
0027fb69d0477d84911a43545d2b67a7dec,"Hologate Singapore, MultiplayeVR games, Virtual Reality",4.4,"{'openTime': '11:00', 'closeTime': '10:00'}","#04-01, Funan, North Bridge Rd, 179105",1.2911354,103.8501524,$15 - $38,38,15
002675a5a7170374dd08360ced922380d14,Wings of Time,4.6,[],"60 Siloso Beach Walk, 098997",1.250955,103.817479,tickets from $18.00 onwards,18,18
002bf152b29fbf147d39e5510ffb355607b,Singapore Cable Car,4.6,"{'openTime': '08:45', 'closeTime': '21:30'}","Faber Peak Singapore, 109 Mount Faber Road, 099203",1.271145,103.819522,tickets from $10.00,10,10
002cb490f92c5334262bc032705f9647d70,Singapore Zoo,4.6,"{'openTime': '08:30', 'closeTime': '18:00'}","Mandai Lake Road, 729826",1.4043485,103.793023,"Adult: S$39, Child: S$26 (3 - 12 years old),  Senior Citizen: S$18",39,18
0029bcc45e5c86744fda3e38ea584fc63cc,The Southern Ridges,4.6,"{'openTime': '00:00', 'closeTime': '23:59'}","(Bukit Merah, Henderson Road and Mount Faber Park), Southern Singapore, 099203",1.2801016,103.8029949,,,
002427423b2dc754b92959e8dd095dcdcd6,Rail Corridor,0,"{'openTime': '00:00', 'closeTime': '23:59'}",Tanjong Pagar Railway Station to Woodlands Train Checkpoint,1.3913445,103.7535668,,,
002826def82fe1f4807b87f59d61796908d,East Coast Park,4.5,"{'openTime': '00:00', 'closeTime': '23:59'}","Along East Coast Parkway and East Coast Park Service Road, 449876",1.301371,103.91292,,,
0024aaf3915995e473f8493a38ffe116772,Changi Beach Park,4.4,"{'openTime': '00:00', 'closeTime': '23:59'}","Along Nicoll Drive and Changi Coast Road, 498991",1.3909433,103.9920554,,,
0023e6d162bfc0842dfad98e7e5bca18fbc,Central Catchment Nature Reserve and MacRitchie Reservoir Park,4.5,"{'openTime': '07:00', 'closeTime': '19:00'}","Along Lornie Road, 298735",1.3417972,103.8332375,,,
0020b11ce84ff15414cad2206906e14c5ab,Coney Island Park,4.4,"{'openTime': '07:00', 'closeTime': '19:00'}","Punggol Promenade Nature Trail, 829325",1.4092951,103.9216496,,,
00247fbbf9f7c2a41c88194e3da461cbfd3,Henderson Waves,4.6,"{'openTime': '00:00', 'closeTime': '23:59'}","Henderson Road; Southern Ridges; Bukit Merah, 159557",1.2760208,103.8153941,,,
002267aa36fc6314ad49266abf08adef735,HortPark,4.4,"{'openTime': '06:00', 'closeTime': '23:00'}","Hyderabad Road, 119578",1.2787362,103.8018322,,,
002404027a5c89240478eb318fe1f240298,Chinatown Street Market,4.4,"{'openTime': '10:00', 'closeTime': '22:00'}","Pagoda, Sago, Smith & Trengganu, 050005",1.282729,103.8439427,,,
002f0325668bae9422eac37613da11800b6,Tayo Station,4.7,"{'openTime': '12:00', 'closeTime': '20:00'}","#03-112, E!Hub, 1 Pasir Close, 519599",1.377303,103.9543,,,
002c80e814a13914156b8434a9260686ac8,Trapped Escape Room Singapore - Remove Virtual Experience,4.7,"{'openTime': '11:00', 'closeTime': '21:00'}",237978,1.2835635,103.8431701,$22.90 to $25.90,25,22
002f1eb8d5a13324c56b25344b30465d861,Universal Studio Singapore,4.6,"{'openTime': '14:00', 'closeTime': '21:00'}","8 Sentosa Gateway, 098269",1.2540421,103.8238084,,,
00219a97d4f529f470683b1ea064fe4d065,Bullet Strike Singapore By The Fun Empire,4.8,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,15,15,15
002c93477422915440eb4f8b4b0657a2ccd,Bubble Soccer Singapore By The Fun Empire,4.8,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,15,15,15
002fd5b830af48a401ba4d8ffe7f61c4e57,Virtual Travel Experience: Icons Of Singapore By The Fun Empire,4.8,"{'openTime': '00:00', 'closeTime': '23:59'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,20,20,20
0027fa57e0d1d1d404595a76b4d58967393,"Kayak Orientation Program with X'treme Kayaking ""Take the challenge and come join the fun""",4.9,"{'openTime': '08:00', 'closeTime': '18:00'}","X'tremek Kayaking SAF Yacht Club Sembawang, 43 Admiralty Road West, 759962",1.4701033,103.8193858,$50 to $80,80,50
0025525fb84a8c442879726b1b6e9edd0af,The Macallan Experience at Raffles Hotel Singapore,4.3,"{'openTime': '11:00', 'closeTime': '21:30'}","#01-04-06, Raffles Arcade, Raffles Hotel Singapore, North Bridge Road, 188719",1.2955861,103.8540165,$28.00 ,28,28
002f1171f1c164e460494392d028d2ac21b,Explore Singapore's Southern Islands,4.6,"{'openTime': '09:00', 'closeTime': '19:00'}","North canal road, 059294",1.2540421,103.8238084,,,
002624e2fed334f4b269bfc0efb9b382efb,#Gogreen Segway Eco Adventure @ Sentosa,3.7,"{'openTime': '10:00', 'closeTime': '19:30'}","Gogreen Segway Eco Adventure, Siloso Beach Walk, 099001",1.253012,103.815837,$9.90 ,9,9
0025d99189499e141b8a81fff86cc1fa3b3,Trapped Escape Room Experience,4.7,"{'openTime': '11:00', 'closeTime': '22:00'}","#02-20, *SCAPE, Orchard Link, 237978",1.3010255,103.8357164,29.9,29.9,29.9
002160fa9d68f824b81825d0ba3610c9bb8,Virtual Room: Virtual Reality Escape Room Adventure,4.7,"{'openTime': '10:00', 'closeTime': '22:00'}","#B3-1-22, Lucky Chinatown, New Bridge Rd, 059432",1.2836225,103.8412484,44,44,44
002529e014efbb2441aac4f842bd5749ee5,Mega Adventure Park,4.4,"{'openTime': '13:00', 'closeTime': '19:00'}","10A Siloso Beach Walk, 099008",1.256131,103.8122639,Starts from $55,55,55
002f5051bfa31074cc8a34a49082d9001fa,Singapore Botanic Gardens,4.7,"{'openTime': '05:00', 'closeTime': '00:00'}","Cluny Road, 259569",1.3138397,103.8159136,"(National Orchid Garden) Adult S$5, Senior Citizen S$1; Free admission for children below 12 years",5,1
00247a2707af0134f6ab71e50c29285cedf,Singapore Flyer,4.6,"{'openTime': '14:00', 'closeTime': '22:00'}","Singapore Flyer, 30 Raffles Avenue, 039803",1.28953,103.863248,From $33 (Adult) and $21 (Child),33,21
002c2a8f4f579f64b22b6228c7fd2c84dba,ION Orchard: ION Sky,4.4,"{'openTime': '14:00', 'closeTime': '18:00'}","ION Orchard, Level 55/56, Orchard Turn, 238801",1.303414,103.832267,Redeemable with every $20 spend in a single receipt,20,20
00277bb0e3e90994a54802342958ae1f05f,Virtual Food Quest: Ninja Chef By The Fun Empire,4.8,"{'openTime': '00:00', 'closeTime': '23:59'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,20,20,20
002b539af4bb3ac40c9a9c8e251d3487a1d,Virtual Amazing Race by The Fun Empire,4.8,"{'openTime': '00:00', 'closeTime': '23:59'}","##03-01, Wing Fong Building, Guillemard Road, 399685",1.308794,103.877278,25,25,25
002b3e2af26693a479b88b585b868bffd43,Virtual Escape Room by The Fun Empire,4.8,"{'openTime': '00:00', 'closeTime': '23:59'}","##03-01, Wing Fong Building, Guillemard Road, 399685",1.308794,103.877278,20,20,20
0027c45fec8f4d243b3b1d5b42a14967ede,Kayaking at Lower Seletar Water Sports Centre,4.7,"{'openTime': '08:00', 'closeTime': '18:00'}","#01-01, Lower Seletar Water Sports Centre (Managed by Camelot Pte Ltd), Yishun Avenue 1, 769140",1.409964,103.831951,$12/pax,12,12
0027208a94cfcf44c0d8df0b1d15a52c0be,Kiztopia,4.4,"{'openTime': '10:00', 'closeTime': '22:00'}","#01-09, Marina Square, Raffles Boulevard, 039594",1.291168,103.856034,From $28,28,28
002416d3a29a8d74f569ab63418677c59d4,Challenge Cubes,4,"{'openTime': '10:30', 'closeTime': '18:00'}","Challenge Cubes, 2 Bukit Batok West Ave 7, 659003",1.3658187,103.7461602,$35 ,35,35
002a588b922f4694ca8a205e95fd0657cc6,Batik Painting Art Experience,5,"{'openTime': '10:00', 'closeTime': '18:00'}","#04-05/06, Wisma Geylang Serai, Engku Aman Turn, 408528",1.316526,103.896709,55,55,55
002f7d18d6f57364da080bd5f0e0c6f8002,WAKEMUSTERS - SCHOOL OF WAKESURF,5,"{'openTime': '08:00', 'closeTime': '19:00'}","#Pier5, Marina Country Club, 11 Northshore Drive, 828670",1.415467,103.899078,$180 to $190,190,180
0027ef6e811e1a44772be02c874ebe092f3,Singapore Traditional Coffee Hands-On Coffee Making Workshop,4.2,"{'openTime': '07:00', 'closeTime': '18:30'}","South Bridge Road, 058817",1.281767,103.844989,32,32,32
0024c95eb57fb4c4774be1d80a1b2ca270e,MINT Museum of Toys,3.8,"{'openTime': '09:30', 'closeTime': '18:30'}","MINT Museum of Toys, Seah Street, 188382",1.2963208,103.8546329,$20 ,20,20
002b041dfa0f2a344199baa7b74e25eaa7a,Trick Eye Museum Singapore,4.2,"{'openTime': '10:00', 'closeTime': '18:00'}","#01-43/44, Sentosa Gateway, 098138",1.2570106,103.8226599,$20-$25,25,20
0020b07352af8744aa68fd7cb50d8b7aa78,Magical Shores,4.4,"{'openTime': '19:30', 'closeTime': '22:30'}",Siloso Beach,1.255323,103.812593,Free,0,0
002f2e46960e8004011b6718afdbfdf788b,Kayak Introductory Programme ,4.9,"{'openTime': '08:00', 'closeTime': '18:00'}","#01-01, Lower Seletar Water Sports Centre (Managed by Camelot Pte Ltd), Yishun Avenue 1, 769140",1.410034,103.831926,$25 ,25,25
002cdbfb58ed1734e30bb98ab031c057f3f,Behind The Magic,4.1,"{'openTime': '11:00', 'closeTime': '19:00'}","Madame Tussauds Singapore, Imbiah Road, 099700",1.3009458,103.8411911,49.9,49.9,49.9
0023ac4fb414194482eb17df63c1f4b8dc2,Prawning Prawn Fishing Trip,3.5,"{'openTime': '00:00', 'closeTime': '23:59'}","#01-11, Punggol East, 828825",1.4121863,103.8298715,100,100,100
0029efe4303d2fa4c13a9860f2f5bc5a7fe,Traditional Baba Wedding,4.3,"{'openTime': '09:30', 'closeTime': '18:30'}","#113, Rumah Bebe Pte. Ltd., 113 East Coast Road, 428803",1.305884,103.90449,Customized costing,,
002d0f33d3af41f47c88229368b63171f5a,Forest Adventure - Tree Top Adventure Park,4.5,"{'openTime': '09:30', 'closeTime': '18:30'}","Bedok Reservoir Carpark A, 479244",1.339163,103.935007,Starts from $36,36,36
0022371cdfaf85d414389760a1ef53bab8a,The Majestic (Former Majestic Theater æ§å¤§åå¤§æé¢),0,[],"80 Eu Tong Sen Street,, 059810",1.28218,103.84415,,,
0022c7035be327a4013917b0d0dc7ebf537,Scentopia ,5,"{'openTime': '11:00', 'closeTime': '18:00'}","#01-01, Siloso Beach, Siloso Beach walk, 099007",1.254194,103.814711,,,
00271353fe5c3b64296adcec1778782a781,Perfume Workshop Singapore - Use our exclusive orchid notes to make your Signature scent,4.9,"{'openTime': '11:00', 'closeTime': '17:00'}","#01-57, Boodman Art Center, Goodman Road, 439053",1.3044,103.8853,125,125,125
00209f83ea355c4408db1ab3f8a52a7f3d1,#DUCKtours,4.5,"{'openTime': '09:00', 'closeTime': '18:30'}","#01-330, BIG BUS & DUCK Tourist Hub @ Suntec City Convention Centre, Temasek Boulevard, 038983",1.2941249,103.857024,"Adult $43, Child $33, Toddler $13",43,13
002b69fcca8ddea4600aaa8253224076ee3,Singapore Green Flora Coffee Cups Gift Set,3.9,"{'openTime': '07:00', 'closeTime': '18:30'}","South Bridge Road, 058817",1.281767,103.844989,,,
002028941cd26b24499a7ed9759938dccea,Singapore Musical Box Museum,4.6,"{'openTime': '10:00', 'closeTime': '18:00'}","168 Telok Ayer Street, 068619",1.2808235,103.8474961,"Adult S$12, Student & Senior Citizen S$6, Free admission  for children aged six and below",6,12
00226235a4f04a44e079b4801b80f359679,Singapore Food Makes Me Hungry,3.7,"{'openTime': '11:00', 'closeTime': '20:30'}","#03-29B, South Bridge Road, 058665",1.3040009,103.8327312,$25 per book,25,25
002aa62cd99b1c849ee9c1e9c90c93907e4,Singapore Visitor Centre @ Funan,4.3,"{'openTime': '10:00', 'closeTime': '22:00'}","#B2, Funan, 107 North Bridge Road, 179105",1.2911354,103.8501524,,,
002bd9bdfd895924db1b8e7f1cbd07fd431,VR WORLD SINGAPORE ,5,"{'openTime': '11:00', 'closeTime': '23:00'}","#8A, Sago Street, 059012",1.281671,103.844495,40,40,40
002d9a2b22e8e15438abda165082d0bbdb9,National Museum of Singapore,4.5,"{'openTime': '10:00', 'closeTime': '19:00'}","93 Stamford Road, 178897",1.2966147,103.8485095,$14 ,14,14
002ed4eb3a80add40b0839d928cb9395a68,iFly Singapore,4.3,"{'openTime': '09:00', 'closeTime': '21:30'}","43 Siloso Beach Walk, 099705",1.253388,103.818941,1 Skydive S$89; 2 Skydives S$119 (walk-in); 2 Skydives S$109 (2 day in advance online rate); 2 Skydives S$89 (2 day in advance online off-peak rate),89,109
002b6209bef8ccb4bd0bdedf0aab7acdafb,Waka Waka Singapore,4.2,"{'openTime': '10:00', 'closeTime': '19:00'}","#05-01, Havelock Road, 169634",1.287611,103.835878,$17.10 - $26.60,26,17
0028925fd74fdb94b2da0fdd01760e270d8,National Gallery Singapore,4.6,"{'openTime': '10:00', 'closeTime': '19:00'}","National Gallery Singapore, St Andrew's Road, 178957",1.2897165,103.8512701,From: 15,15,15
0022584face955543b194dbcb7c985d2de7,Leather Workshop Singapore By The Fun Empire,4.8,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,42,42,42
0027799ef3534e44cc4a512d9cc3c42c305,Art Jamming Singapore By The Fun Empire,4.9,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.308714,103.877315,19,19,19
0024df849e8635040489e98f028fb22ef46,Visit Singapore's Oldest Dragon Kiln and make your own unique pottery piece!,0,[],"Lorong Tawas, 639823",1.353321,103.692829,$35-$60,60,35
0027b017f52337143908d22f90391dae166,Poolball By The Fun Empire,4.8,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087943,103.8772783,15,15,15
0022f7025ea8f054a67b450e191f297f0e2,Ninja Tag By The Fun Empire,5,"{'openTime': '09:00', 'closeTime': '22:00'}","#03-01, Wing Fong Building, Guillemard Road, 399685",1.3087982,103.8772944,15,15,15
